fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2018-2019,July,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,158635,163.789809759507,22,9,109.632878132,610,25,1232,158799,50833,11657,439,84,13.06601,382.795468132,7127,7500,29568,37292,4,77541,96683,1842,260.09658,34498,4,47.22,56.91,109.92,NA
2018-2019,July,31,UTTAR PRADESH,3116,GHAZIABAD,0,0,8,0,0,0,161,4,8,0,19,0,0,0,0,1,1,69,208,0,17607,25872,4,0,0,0,0,100,100,NA
2018-2019,July,31,UTTAR PRADESH,3122,ETAH,592511,144.690281829324,26,34,243.65836945,1631,30,6123,547459,167707,33655,168,12,46.16696,1081.94529945,20331,22683,68000,109309,13,148832,219117,7754,792.11997,141793,73,85.3,67.63,148.86,NA
2018-2019,July,31,UTTAR PRADESH,3124,BUDAUN,535043,173.893929126427,22,136,467.205620132,2535,45,11559,845562,171424,43406,727,80,112.76583,2050.352435132,37388,40808,126707,180409,10,251636,337215,14094,1470.380985,180227,66,65.67,59.22,113.38,NA
2018-2019,July,31,UTTAR PRADESH,3127,SHAHJAHANPUR,1125526,161.133477224727,19,114,737.822992348,5119,16,13933,863151,285218,86531,233,80,80.80785,2209.456062348,43190,49440,154730,257908,32,306496,456327,19052,1390.82522,192605,72,61.36,45.51,132.06,NA
2018-2019,July,31,UTTAR PRADESH,3129,SITAPUR,2384600,153.977908129241,29,415,1108.044110698,17337,6,63875,3385974,1509864,326147,3946,908,276.2993,6597.995345698,116190,154641,348196,699623,39,618876,1093656,81212,5213.651935,1107348,85,81.65,33.73,123.84,NA
2018-2019,July,31,UTTAR PRADESH,3132,LUCKNOW,476538,180.618962320743,24,28,347.37546174,2867,51,5844,478433,323322,85617,1161,324,37.486,1249.00218174,19388,22476,69352,124973,3,190050,293520,8711,864.14072,155753,80,81.1,59.87,123.57,NA
2018-2019,July,31,UTTAR PRADESH,3134,FARRUKHABAD,241884,200.065358634326,15,29,241.537755953,2203,41,5845,221019,33016,15131,106,65,52.58065,736.300860953,13941,15207,62832,87999,0,148743,191487,8048,442.182455,58883,68,64.2,58.69,116.06,NA
2018-2019,July,31,UTTAR PRADESH,3142,BANDA,607823,154.37429044923,28,20,1072.365479333,5960,0,14427,956415,307526,84764,579,173,117.98161,2666.805959333,33016,45941,122007,273597,96,211550,446735,20387,1476.45887,411005,79,78.92,56.17,100.82,NA
2018-2019,July,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,2554010,180.268088223,29,98,3378.165989952,5379,21,10007,4497512,983045,77653,4393,299,226.21087,11711.955759952,151312,170445,244178,332513,65,363102,474898,15386,8107.5789,2170263,43,64.55,69.12,112.41,NA
2018-2019,July,31,UTTAR PRADESH,3160,GHAZIPUR,749195,140.023215360813,28,60,1008.854428858,3197,96,14325,1822091,459281,74549,12332,1346,99.32105,3659.525883858,62970,73239,158452,262256,107,340698,523689,17522,2551.350405,661800,64,68.86,63.88,172.73,NA
2018-2019,July,31,UTTAR PRADESH,3162,MIRZAPUR,803554,162.456217338576,28,66,740.004531076,4079,4,26550,1245927,617222,118101,12680,2682,98.41249,2862.502896076,43485,58195,124677,236899,38,294961,497691,30629,2024.085875,563462,84,67.94,48.93,132.97,NA
2018-2019,July,31,UTTAR PRADESH,3166,HATHRAS,187946,154.301252536359,19,22,79.477191387,813,23,1064,276479,81358,17717,184,44,22.15853,528.246281387,14174,15438,38077,59820,7,73300,106510,1877,426.61056,30532,16,85.5,85.13,100.78,NA
2018-2019,July,31,UTTAR PRADESH,3170,KAUSHAMBI,613758,153.655082771787,31,69,226.343874853,4638,2,13510,713951,396735,88979,290,71,61.4579,1384.823774853,22613,28640,77229,146626,39,206551,336950,18148,1097.022,332940,91,91.01,37.13,112.77,NA
2018-2019,July,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,1284741,171.689228281416,33,103,1348.520805754,5174,13,14890,2288075,836912,93611,4456,515,192.80392,5469.703035754,69268,82388,143177,247156,125,267909,425385,20064,3928.37831,1009620,70,71.78,73.07,102.31,NA
2018-2019,July,31,UTTAR PRADESH,3176,SHRAVASTI,461810,155.051036123206,24,64,302.586557365,3425,5,2636,496080,187141,50265,2818,1345,21.93,1093.693737365,20129,24414,71795,137072,14,125418,213474,6061,769.17718,171291,66,85.42,71.29,123.34,NA
2018-2019,July,31,UTTAR PRADESH,3179,MAHOBA,308222,139.772338514342,27,9,96.631744581,1017,4,6749,286109,85554,42693,510,190,21.8936,518.426584581,10356,15787,50686,144133,7,99423,261935,7766,399.90124,113392,78,91.59,69.62,128.56,NA
2018-2019,Jan,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,496355,160.623760732557,36,13,172.106191382,2002,1,1194,493941,152656,12123,971,87,27.55363,993.046431382,13392,14252,32011,39873,179,81824,101204,3196,793.38661,117686,2,53.2,76.55,107.05,NA
2018-2019,Jan,31,UTTAR PRADESH,3123,MAINPURI,1503065,162.308621212617,39,102,606.253351185,6498,9,5679,1773718,553104,42718,2082,148,129.54601,3614.696591185,45427,55354,86775,131546,500,158162,224561,12177,2878.89723,510569,71,61.14,52.52,110.73,NA
2018-2019,Jan,31,UTTAR PRADESH,3125,BAREILLY,963700,173.049114004388,27,180,683.157413016,5781,3,6400,1771002,448352,61319,354,44,172.60417,3920.464853016,64380,74358,135754,222156,245,262353,390662,12181,3064.70327,273980,39,69.82,72.69,121.05,NA
2018-2019,Jan,31,UTTAR PRADESH,3130,HARDOI,5871963,176.17171833742,39,205,1846.581613579,32102,0,17086,5255423,1996894,145341,5078,381,394.03808,11499.188698579,131533,146818,251395,354764,866,566234,732407,49188,9258.569005,1248694,77,69.56,57.39,119.18,NA
2018-2019,Jan,31,UTTAR PRADESH,3132,LUCKNOW,1074772,169.513541264474,36,56,801.119506527,6681,37,3856,1178435,764746,85733,2596,325,96.41335,2895.139756527,32612,38797,69746,125415,332,190843,294465,10537,1997.6069,349500,77,65.86,62.48,111.87,NA
2018-2019,Jan,31,UTTAR PRADESH,3140,LALITPUR,3074713,166.078396978202,47,118,2328.81025752999,7472,0,5756,3300816,802258,60873,266118,18675,177.26881,7988.02136752999,70001,101443,118615,236397,4479,176542,332989,13228,5481.9423,1205765,59,75.53,74.9,100.45,NA
2018-2019,Jan,31,UTTAR PRADESH,3147,GONDA,4740635,171.07344049445,46,155,6065.222017673,24572,161,20052,5608813,1183947,52426,14083,489,463.01948,16123.430867673,120003,130465,183003,228268,1566,328126,395528,44624,9595.18937,2004236,71,54.41,56.28,117.55,NA
2018-2019,Jan,31,UTTAR PRADESH,3148,BARABANKI,3012351,166.924055467674,37,79,2398.229587036,18134,1,12078,3217730,1305473,136081,1913,158,205.158,7974.552997036,86891,104690,196332,324210,865,448508,647586,30212,5371.16541,889835,66,57.32,56.12,101.46,NA
2018-2019,Jan,31,UTTAR PRADESH,3153,BASTI,6026554,169.269709493017,46,155,5106.379030819,20895,9,18010,6525523,1655856,96925,3584,146,417.81456,16569.927415819,141374,171556,232049,359556,2142,360560,531071,38905,11045.733825,2871167,55,64.46,59.92,121.7,NA
2018-2019,Jan,31,UTTAR PRADESH,3154,GORAKHPUR,3799400,171.710829087372,37,112,1007.542810241,17943,0,10015,3620499,1016296,70576,9800,742,259.66786,7483.999520241,95349,106745,164890,238201,435,375610,497893,27958,6216.78885,1426364,73,51.87,58.2,112.38,NA
2018-2019,Jan,31,UTTAR PRADESH,3156,MAU,5401815,170.743834145373,48,349,4815.884523373,14628,1,8716,4473508,1247562,64064,32887,1296,353.502,12807.625603373,92843,104382,152660,210587,2067,239936,318196,23344,7638.23908,1917160,56,54.54,48.74,105.07,NA
2018-2019,Jan,31,UTTAR PRADESH,3166,HATHRAS,475437,170.945756977943,27,28,263.950777187,1639,1,1017,522611,149273,17668,347,44,43.97596,1201.308067187,18783,21460,38194,59736,153,73502,106538,2656,893.38133,64004,16,64.03,84.07,104.77,NA
2018-2019,Jan,31,UTTAR PRADESH,3169,AURAIYA,1046928,160.330637111836,33,49,403.527075753,10319,0,8828,1081019,483334,51973,4227,571,69.18163,2205.913355753,32366,36323,70823,106655,74,132879,186471,19147,1733.20465,362559,83,51.78,28.15,108.68,NA
2018-2019,Jan,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2163243,163.337880736597,38,42,1830.258647979,14110,1,7847,2238457,897957,99911,4653,497,197.94989,5684.456762979,58828,69323,115863,208918,404,248154,395702,21957,3656.248225,940300,74,63.04,51.48,103.04,NA
2018-2019,Jan,31,UTTAR PRADESH,3180,KASHGANJ,1121758,165.482084190987,36,101,802.67620619,3052,1,2524,1261679,262166,24856,1066,69,81.51229,2972.04120119,34239,41553,61191,112578,415,130548,206987,5576,2087.852705,300641,32,61.4,78.53,110.99,NA
2018-2019,Nov,31,UTTAR PRADESH,3123,MAINPURI,1232598,168.928930930549,35,92,600.012996185,4388,11,6606,1397767,442668,42565,1681,146,128.76201,3090.007856185,39657,48022,86329,130973,304,157024,223102,10994,2361.23285,409058,73,63.05,54.31,106.62,NA
2018-2019,Nov,31,UTTAR PRADESH,3124,BUDAUN,1973148,171.461329615041,30,209,1111.062600198,7051,9,11646,1607548,306905,43521,927,82,188.2825,4055.668275198,53192,59145,127915,181696,151,254621,340417,18697,2756.323175,330816,67,61.11,59.07,115.68,NA
2018-2019,Nov,31,UTTAR PRADESH,3125,BAREILLY,760342,167.196630843568,23,152,674.264926329,4312,6,6394,1251055,325485,61348,252,46,172.60417,2938.590906329,53276,60434,135438,221826,104,261618,389779,10706,2091.72181,186773,40,70.32,73.77,124.49,NA
2018-2019,Nov,31,UTTAR PRADESH,3126,PILIBHIT,1499963,173.629867185991,26,161,3199.282562378,9958,0,6308,1521978,294383,50372,2373,504,200.2837,6042.174642378,57358,68766,130848,223869,197,277641,410303,16266,2642.60838,342531,68,50.65,44.9,103.03,NA
2018-2019,Nov,31,UTTAR PRADESH,3129,SITAPUR,5301925,170.417457727377,36,483,2576.331644846,54737,1,43497,5426680,2313077,326080,7309,912,558.51466,12382.856399846,150146,202507,350765,703189,532,624269,1101077,98234,9248.010095,1725982,85,71.59,30.75,116.33,NA
2018-2019,Nov,31,UTTAR PRADESH,3134,FARRUKHABAD,720485,175.441951964087,25,43,454.007102914,4474,0,7862,700351,102995,15141,628,67,93.5566,1776.273167914,27487,30888,63573,88901,0,150721,193798,12336,1228.709465,173712,68,65.66,56.55,111.47,NA
2018-2019,Nov,31,UTTAR PRADESH,3142,BANDA,1541429,168.701068166664,36,27,2241.574816173,9808,0,16378,1685692,499611,84750,1145,173,229.31122,5314.666446173,46263,65693,122246,273942,632,212033,447394,26186,2843.78041,734519,81,70.08,56.47,101.61,NA
2018-2019,Nov,31,UTTAR PRADESH,3144,PRATAPGARH,2799322,166.157100731478,42,74,6234.566797453,25056,6,25278,4762960,2428429,126301,7481,419,512.69898,14661.262022453,112836,125893,188930,261659,1346,375622,515301,50334,7913.996245,2175576,80,49.54,46.56,115.72,NA
2018-2019,Nov,31,UTTAR PRADESH,3146,BAHRAICH,3126493,174.334294069699,35,314,2146.448879408,39365,0,22605,3719744,671697,75798,18989,2810,347.386,8978.624323008,105863,129725,214917,352602,293,439395,638411,61970,6484.7894436,1374571,85,68.49,37.88,110.89,NA
2018-2019,Nov,31,UTTAR PRADESH,3150,SULTANPUR,2393299,176.695825892114,39,90,2820.415350075,16732,3,22412,2704530,788458,61222,6253,399,317.74239,7916.949360075,67670,77664,135995,199803,286,291252,394517,39144,4778.79162,1084179,82,51.9,28.94,115.74,NA
2018-2019,Nov,31,UTTAR PRADESH,3152,MAHARAJGANJ,3064911,176.040534960377,32,563,3474.138152885,12378,0,9725,3835013,1030961,103465,19134,2765,394.51182,10619.827373885,119509,149754,211972,388926,349,327036,556590,22103,6751.177401,1476020,70,52.02,51.94,109.86,NA
2018-2019,Nov,31,UTTAR PRADESH,3154,GORAKHPUR,3004459,177.419766888342,33,105,978.581493072,14003,2,12037,2905303,827758,70493,7790,730,258.8742,6392.037503072,86218,95746,164427,237707,178,374051,496162,26040,5154.58181,1149619,74,52.59,58.34,112.66,NA
2018-2019,Nov,31,UTTAR PRADESH,3163,SONBHADRA,1747951,171.881335680509,34,155,1958.241506502,14919,7,16062,2471055,827349,123297,743637,120723,235.40279,6440.926635902,71385,101590,153148,377422,384,341871,757413,30981,4247.2823394,1107965,85,78.48,45.74,105.2,NA
2018-2019,Nov,31,UTTAR PRADESH,3169,AURAIYA,816202,165.21638091662,29,38,403.527075753,5601,0,12921,777661,358283,52025,3080,573,69.18163,1757.532065753,26662,29588,70740,106671,27,131512,185096,18522,1284.82336,270797,84,54.5,24.48,107.38,NA
2018-2019,Nov,31,UTTAR PRADESH,3181,AMETHI,2397883,186.088172524916,35,51,2018.722564981,9276,3,16836,1686852,516398,57784,7473,811,242.95371,5400.708334981,47651,55348,110509,185177,218,225740,344403,26112,3139.03206,563619,75,49.26,40.27,109.3,NA
2018-2019,Feb,31,UTTAR PRADESH,3111,RAMPUR,1411997,175.013503746729,39,60,1128.638958487,3250,2,3947,1777951,397064,28556,2250,151,93.9504,4334.243698487,45246,49557,86434,121229,366,161258,212402,7197,3111.65434,286449,41,42.95,45.76,124.15,NA
2018-2019,Feb,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,559331,165.872041002633,39,13,172.106191382,2161,1,1183,550989,165127,12146,1048,87,27.55363,1113.596521382,13914,14796,32126,39992,249,82496,101936,3344,913.9367,133648,2,53.02,74.29,106.87,NA
2018-2019,Feb,31,UTTAR PRADESH,3124,BUDAUN,2687193,169.151127256912,37,271,1112.304681448,10519,3,11540,2616573,488887,43662,1366,89,188.2825,5726.549906448,69458,77821,128675,182470,561,258335,344288,22059,4425.962725,532204,66,63.52,58.75,117.16,NA
2018-2019,Feb,31,UTTAR PRADESH,3128,KHERI,4094889,166.249698556207,37,396,673.0988988303,40737,0,20007,5068109,1839109,167494,28043,6902,248.74639,9347.5612238303,133765,171470,258122,428612,756,524560,761927,60744,8425.715935,1416764,86,73.89,48,106.23,NA
2018-2019,Feb,31,UTTAR PRADESH,3129,SITAPUR,7037393,171.12307233546,41,529,2672.914907549,75027,1,31909,7697981,3141626,325738,11250,909,572.30145,16418.237952549,184011,250080,351909,704363,1307,628785,1106974,106936,13173.021595,2359397,85,69.14,34.32,114.22,NA
2018-2019,Feb,31,UTTAR PRADESH,3131,UNNAO,3400475,170.776423892275,42,146,1073.841214824,25517,1,9111,3398203,1132845,86467,6175,534,225.07334,7102.244114824,80186,91241,151227,224124,751,368904,485145,34628,5803.32956,943222,81,69.11,45.18,105.71,NA
2018-2019,Feb,31,UTTAR PRADESH,3138,JALAUN,3722212,174.010907120776,45,276,2201.44721295,10671,0,11453,3671187,1253931,106609,5298,429,323.3024,8913.01541375,80157,118179,130815,289436,669,210731,438396,22124,6388.2658008,1294715,53,69.29,69.34,107.8,NA
2018-2019,Feb,31,UTTAR PRADESH,3156,MAU,5638940,173.35098900751,49,362,4815.884523373,15786,1,8241,4737325,1318232,64064,35456,1301,353.502,13381.586263373,95253,107198,152729,210626,2332,240592,318942,24027,8212.19974,2032468,56,53.42,47.34,105.02,NA
2018-2019,Feb,31,UTTAR PRADESH,3160,GHAZIPUR,3350594,169.6546793321,38,79,1632.505240871,13882,7,8591,3103039,756675,74602,20104,1358,225.66752,7122.623625871,80660,94287,158900,262610,1016,345836,529296,22473,5264.450865,1134055,64,57.7,49.81,144.88,NA
2018-2019,Feb,31,UTTAR PRADESH,3171,CHANDAULI,1927394,174.68990701099,40,160,1697.647991824,9526,2,10826,2147243,720679,76993,10243,1019,174.9639,5623.628691824,53439,76871,95674,208163,487,234156,444605,20352,3751.0168,772518,69,65.75,48.11,108.95,NA
2018-2019,Feb,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,3600637,175.007252954187,43,118,3135.937136281,15034,0,10157,3896757,1388098,93525,6460,515,323.10031,10278.644826281,89147,107972,144150,248040,1013,271233,429743,25191,6819.60738,1720345,66,62.77,61.89,103.58,NA
2018-2019,Feb,31,UTTAR PRADESH,3177,CHITRAKOOT,2232737,161.410348503639,46,59,771.861449603,9137,0,13041,2124655,1010926,83494,193,6,131.2051,4332.479589603,45581,70777,81031,166927,2031,127162,247937,22178,3429.41304,926315,73,61.47,49.71,108.59,NA
2018-2019,Feb,31,UTTAR PRADESH,3179,MAHOBA,804096,161.972832433175,39,20,191.455333225,3847,1,5430,786158,200750,42758,1184,193,40.57465,1505.392363225,19853,31264,51159,144810,227,100347,263357,9277,1273.36238,303576,78,74.26,59.84,122.17,NA
2018-2019,May,31,UTTAR PRADESH,3109,BIJNOR,133251,96.5711424598351,9,54,296.480199468,1979,460,5568,228682,92522,108936,244,586,45.85928,563.180299468,24327,29023,145261,244573,0,206306,325304,7547,220.84082,66907,46,64.53,63.27,136.5,NA
2018-2019,May,31,UTTAR PRADESH,3111,RAMPUR,241076,164.486495926102,14,14,425.294328625,559,157,3177,191831,37102,28273,293,150,49.406,790.236418625,13162,14010,85537,120328,0,159416,210496,3736,315.53609,33445,57,70.52,65.06,131.66,NA
2018-2019,May,31,UTTAR PRADESH,3115,MEERUT,84413,71.5515091467098,15,12,9.0702344,153,289,1177,41381,22101,12724,9,9,0.76728,39.4462444,2707,3191,18764,25640,0,52450,65367,1330,29.60873,15138,57,65.43,58.09,173.47,NA
2018-2019,May,31,UTTAR PRADESH,3119,MATHURA,154615,94.7593793185812,18,15,195.7232727,305,229,3413,234452,88580,40271,376,245,30.75007,448.6386027,12649,17352,57527,100749,0,129284,215305,3718,222.16526,82564,21,90.95,87.49,130.01,NA
2018-2019,May,31,UTTAR PRADESH,3123,MAINPURI,219334,104.430887574618,19,46,138.522516096,1192,76,6418,362178,123296,42049,358,146,29.05284,545.801056096,18356,21655,84352,128379,6,153361,218381,7610,378.2257,118752,79,76.71,44.43,104.04,NA
2018-2019,May,31,UTTAR PRADESH,3130,HARDOI,905498,194.577319990964,17,70,1040.672034053,6441,126,30454,792363,333873,145885,654,378,116.85815,2699.288874053,46607,52075,249975,353542,0,560034,725883,36895,1541.75869,231304,80,83.99,30.92,134.36,NA
2018-2019,May,31,UTTAR PRADESH,3132,LUCKNOW,190615,143.188136639572,15,18,309.979578453,1197,98,6641,213818,144495,85591,587,324,10.354,626.495588453,13440,15388,69163,124735,0,189784,293177,7838,306.16201,76459,80,76.31,46.8,127.65,NA
2018-2019,May,31,UTTAR PRADESH,3134,FARRUKHABAD,64343,212.713285026274,13,23,230.568218204,1577,114,5938,113993,18330,15111,63,65,48.65615,521.702623204,8495,9376,62301,87201,0,147811,190235,7515,242.478255,34819,71,68.01,42.66,116.6,NA
2018-2019,May,31,UTTAR PRADESH,3135,ETAWAH,68702,134.818587760297,17,12,195.880208411,1156,103,9850,182292,80888,42847,546,145,21.94072,463.584428411,10494,11372,62173,93202,0,140896,192225,11006,245.7635,60585,74,71.79,51.42,125.89,NA
2018-2019,May,31,UTTAR PRADESH,3139,JHANSI,567850,157.772117411877,24,86,582.866642655,2769,14,13308,603789,201206,84601,7027,1848,66.54064,1602.017972655,25145,35739,107698,224853,10,185648,370664,16077,952.61069,230868,54,55.56,46.79,117.15,NA
2018-2019,May,31,UTTAR PRADESH,3147,GONDA,1304847,162.171387013062,20,73,1888.984726353,2454,263,27481,1108252,250094,51558,2612,488,27.786,3714.038366353,52781,56022,172247,216200,1,311582,377130,29935,1797.26764,369053,70,72.65,63.19,137.86,NA
2018-2019,June,31,UTTAR PRADESH,3117,BULANDSHAHR,75274,105.639975674032,13,6,31.338350665,550,642,1905,73995,17040,11115,0,0,6.16212,115.668770665,5304,5834,29109,41272,4,106479,138601,2455,78.1683,18114,39,90.1,89.81,142.54,NA
2018-2019,June,31,UTTAR PRADESH,3119,MATHURA,203493,119.145815595045,25,20,197.3392727,307,153,3632,473317,179474,40268,710,247,38.10767,799.3843427,18818,26009,57526,100745,0,129329,215354,3939,563.9374,168037,21,91.65,92.39,124.04,NA
2018-2019,June,31,UTTAR PRADESH,3123,MAINPURI,365797,131.790352504638,24,62,166.791545367,1735,26,6179,666743,223992,42162,623,146,56.89754,1102.392035367,27331,32321,84694,128822,24,153889,219079,7914,878.70295,202498,76,77.16,64.02,104.57,NA
2018-2019,June,31,UTTAR PRADESH,3131,UNNAO,1166248,149.838507446484,21,64,380.209285375,7063,17,17546,773788,290662,86847,1312,537,102.85565,1642.497325375,35391,39209,149698,223213,2,363322,479666,24609,1159.43239,231093,86,81.01,37.84,106.76,NA
2018-2019,June,31,UTTAR PRADESH,3134,FARRUKHABAD,116524,204.817554079559,15,25,235.980455204,2015,71,5644,165312,24893,15102,81,65,52.58065,627.149100204,10687,11732,62338,87253,0,147978,190429,7659,338.587995,46705,70,71.46,50.28,118.38,NA
2018-2019,June,31,UTTAR PRADESH,3137,KANPUR NAGAR,138546,148.021833969286,16,40,119.721344022,2505,61,6501,148334,58043,49406,3019,2386,26.05518,365.343231222,8858,10037,62036,115920,0,199123,306964,9006,219.5667072,49394,73,88.37,41.16,111.92,NA
2018-2019,June,31,UTTAR PRADESH,3138,JALAUN,872145,145.774179099867,27,188,1144.288428216,3582,3,14004,1489158,542415,106934,1786,416,217.26705,3532.363328216,53193,76217,129660,289099,30,208309,436580,17586,2170.80785,538868,53,90.71,87.44,109.83,NA
2018-2019,June,31,UTTAR PRADESH,3150,SULTANPUR,890237,164.099503831537,27,58,1340.626981108,4335,35,27662,1240103,379421,61191,3595,400,187.19744,3562.827291108,45740,51906,135240,199209,7,284566,386981,31997,2035.00287,493758,84,62.92,39.37,114.72,NA
2018-2019,June,31,UTTAR PRADESH,3152,MAHARAJGANJ,1174455,139.047695831407,28,505,1788.051531313,8369,8,8110,3075426,833596,103462,14997,2765,141.73228,6206.092801313,109255,135430,210717,387513,99,324189,553106,16479,4276.30899,1186744,68,65.92,66.18,109.63,NA
2018-2019,June,31,UTTAR PRADESH,3162,MIRZAPUR,492502,125.671047330901,25,56,593.366962676,3355,8,26698,963134,477442,118185,9518,2680,85.36249,1889.110037676,38272,50780,124008,236138,7,293973,496486,30053,1210.380585,436629,85,70.41,46.17,140.71,NA
2018-2019,June,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,0,104.309210526316,13,0,0,33,143,94,760,125,524,0,14,0,0.79275,57,67,1166,1651,0,15884,18337,127,0.79275,147,41,75.72,75.72,279.41,NA
2018-2019,June,31,UTTAR PRADESH,3169,AURAIYA,180441,135.430641226859,19,18,171.270985684,2336,31,12415,264415,137388,51954,1147,571,28.66803,558.037945684,13650,14896,69491,105364,0,129331,182772,14751,358.09893,99029,84,70.09,20.11,112.37,NA
2018-2019,June,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,1137913,128.797593553639,29,98,1160.25234531,4169,28,15301,1901476,687552,93711,3613,519,179.29992,3788.60759531,64673,76827,143317,247476,45,267941,425565,19470,2449.05533,841414,71,73.21,72.73,102.47,NA
2018-2019,June,31,UTTAR PRADESH,3175,BALRAMPUR,807274,135.931213409888,24,49,296.762269976,2082,49,6419,975161,196370,32066,19018,2772,71.5401,1693.850549976,39125,44071,108598,160423,20,181626,251896,8501,1325.54818,303103,61,72.36,79.75,132.16,NA
